1;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
2;Memuaskan;Tidak Ada;Mampu;Tidak Baik;Tidak Puas
3;Memuaskan;Tidak Ada;Mampu;Baik;Puas
4;Cukup Memuaskan;Tidak Ada;Mampu;Cukup Baik;Puas
5;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
6;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
7;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
8;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
9;Memuaskan;Tidak Ada;Mampu;Baik;Puas
10;Memuaskan;Tidak Ada;Mampu;Baik;Tidak Puas
11;Memuaskan;Tidak Ada;Mampu;Baik;Puas
12;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
13;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
14;Memuaskan;Tidak Ada;Mampu;Baik;Puas
15;Memuaskan;Tidak Ada;Mampu;Baik;Puas
16;Tidak Memuaskan;Ada;Tidak Mampu;Tidak Baik;Tidak Puas
17;Tidak Memuaskan;Ada;Tidak Mampu;Tidak Baik;Tidak Puas
18;Memuaskan;Tidak Ada;Kurang Mampu;Baik;Puas
19;Memuaskan;Tidak Ada;Kurang Mampu;Baik;Puas
20;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
21;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
22;Memuaskan;Tidak Ada;Mampu;Baik;Puas
23;Memuaskan;Tidak Ada;Mampu;Baik;Puas
24;Memuaskan;Tidak Ada;Mampu;Baik;Tidak Puas
25;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
26;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
27;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
28;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
29;Memuaskan;Tidak Ada;Mampu;Baik;Puas
30;Memuaskan;Tidak Ada;Mampu;Baik;Puas
31;Memuaskan;Tidak Ada;Mampu;Baik;Puas
32;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
33;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
34;Memuaskan;Tidak Ada;Mampu;Baik;Puas
35;Memuaskan;Tidak Ada;Mampu;Baik;Puas
36;Memuaskan;Tidak Ada;Mampu;Baik;Puas
37;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
38;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
39;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
40;Memuaskan;Tidak Ada;Mampu;Baik;Puas
41;Memuaskan;Tidak Ada;Mampu;Cukup Baik;Puas
42;Memuaskan;Tidak Ada;Mampu;Baik;Puas
43;Cukup Memuaskan;Tidak Ada;Mampu;Cukup Baik;Puas
44;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
45;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
46;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
47;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
48;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Cukup Baik;Tidak Puas
49;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Cukup Baik;Tidak Puas
50;Memuaskan;Tidak Ada;Mampu;Cukup Baik;Puas
51;Memuaskan;Tidak Ada;Mampu;Cukup Baik;Puas
52;Memuaskan;Tidak Ada;Mampu;Baik;Puas
53;Memuaskan;Tidak Ada;Mampu;Baik;Puas
54;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
55;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
56;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
57;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
58;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
59;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
60;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
61;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
62;Memuaskan;Tidak Ada;Mampu;Baik;Puas
63;Memuaskan;Tidak Ada;Mampu;Baik;Puas
64;Memuaskan;Tidak Ada;Mampu;Baik;Puas
65;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
66;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
67;Memuaskan;Tidak Ada;Mampu;Baik;Puas
68;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
69;Memuaskan;Tidak Ada;Mampu;Baik;Puas
70;Memuaskan;Tidak Ada;Mampu;Baik;Puas
71;Memuaskan;Tidak Ada;Mampu;Baik;Puas
72;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
73;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
74;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
75;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
76;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
77;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
78;Memuaskan;Tidak Ada;Mampu;Baik;Puas
79;Memuaskan;Tidak Ada;Mampu;Baik;Puas
80;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
81;Sangat Memuaskan;Tidak Ada;Mampu;Baik;Puas
82;Memuaskan;Tidak Ada;Mampu;Baik;Puas
83;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
84;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
85;Memuaskan;Tidak Ada;Mampu;Baik;Puas
86;Memuaskan;Tidak Ada;Mampu;Baik;Puas
87;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
88;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
89;Memuaskan;Tidak Ada;Mampu;Baik;Puas
90;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
91;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
92;Memuaskan;Tidak Ada;Mampu;Baik;Puas
93;Memuaskan;Tidak Ada;Mampu;Baik;Puas
94;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
95;Memuaskan;Tidak Ada;Mampu;Baik;Puas
96;Memuaskan;Tidak Ada;Mampu;Baik;Puas
97;Memuaskan;Tidak Ada;Mampu;Baik;Puas
98;Memuaskan;Tidak Ada;Mampu;Baik;Puas
99;Memuaskan;Tidak Ada;Mampu;Baik;Puas
100;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
