1;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Baik;Puas
2;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Baik;Puas
3;Sangat Memuaskan;Tidak Ada;Mampu;Baik;Puas
4;Memuaskan;Tidak Ada;Mampu;Baik;Puas
5;Memuaskan;Tidak Ada;Mampu;Baik;Puas
6;Memuaskan;Tidak Ada;Mampu;Baik;Puas
7;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
8;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
9;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
10;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
11;Memuaskan;Tidak Ada;Mampu;Baik;Puas
12;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
13;Memuaskan;Tidak Ada;Mampu;Baik;Puas
14;Memuaskan;Tidak Ada;Mampu;Baik;Puas
15;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
16;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
17;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
18;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
19;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
20;Memuaskan;Tidak Ada;Mampu;Baik;Puas
21;Memuaskan;Tidak Ada;Mampu;Baik;Puas
22;Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
23;Memuaskan;Tidak Ada;Sangat Mampu;Baik;Puas
24;Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
25;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
26;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
27;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
28;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
29;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
30;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
31;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
32;Memuaskan;Tidak Ada;Mampu;Baik;Puas
33;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
34;Memuaskan;Tidak Ada;Mampu;Baik;Puas
35;Memuaskan;Tidak Ada;Mampu;Baik;Puas
36;Memuaskan;Tidak Ada;Mampu;Baik;Puas
37;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
38;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
39;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
40;Memuaskan;Tidak Ada;Kurang Mampu;Sangat Baik;Puas
41;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Baik;Puas
42;Memuaskan;Tidak Ada;Kurang Mampu;Sangat Baik;Puas
43;Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
44;Memuaskan;Tidak Ada;Mampu;Baik;Puas
45;Memuaskan;Tidak Ada;Mampu;Baik;Puas
46;Memuaskan;Tidak Ada;Mampu;Baik;Puas
47;Memuaskan;Tidak Ada;Mampu;Baik;Puas
48;Tidak Memuaskan;Tidak Ada;Mampu;Tidak Baik;Tidak Puas
49;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Baik;Tidak Puas
50;Tidak Memuaskan;Tidak Ada;Mampu;Baik;Tidak Puas
51;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
52;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
53;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
54;Memuaskan;Tidak Ada;Mampu;Baik;Puas
55;Memuaskan;Tidak Ada;Mampu;Cukup Baik;Puas
56;Memuaskan;Tidak Ada;Mampu;Baik;Puas
57;Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
58;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
59;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
60;Memuaskan;Tidak Ada;Mampu;Baik;Puas
61;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
62;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
63;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
64;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
65;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
66;Memuaskan;Tidak Ada;Mampu;Baik;Puas
67;Memuaskan;Tidak Ada;Mampu;Baik;Puas
68;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
69;Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Tidak Puas
70;Memuaskan;Tidak Ada;Mampu;Baik;Puas
71;Sangat Memuaskan;Tidak Ada;Mampu;Sangat Baik;Puas
72;Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
73;Memuaskan;Tidak Ada;Mampu;Baik;Puas
74;Memuaskan;Tidak Ada;Mampu;Baik;Puas
75;Memuaskan;Tidak Ada;Mampu;Baik;Puas
76;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
77;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
78;Memuaskan;Tidak Ada;Mampu;Baik;Puas
79;Memuaskan;Tidak Ada;Mampu;Baik;Puas
80;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
81;Memuaskan;Tidak Ada;Mampu;Baik;Puas
82;Memuaskan;Tidak Ada;Mampu;Baik;Puas
83;Memuaskan;Tidak Ada;Mampu;Baik;Puas
84;Memuaskan;Tidak Ada;Mampu;Baik;Puas
85;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
86;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
87;Memuaskan;Tidak Ada;Mampu;Baik;Puas
88;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
89;Memuaskan;Tidak Ada;Mampu;Baik;Puas
90;Memuaskan;Tidak Ada;Mampu;Baik;Puas
91;Memuaskan;Tidak Ada;Mampu;Baik;Puas
92;Memuaskan;Tidak Ada;Mampu;Baik;Puas
93;Memuaskan;Tidak Ada;Mampu;Baik;Puas
94;Memuaskan;Tidak Ada;Mampu;Baik;Puas
95;Memuaskan;Tidak Ada;Mampu;Baik;Puas
96;Memuaskan;Tidak Ada;Mampu;Baik;Puas
97;Memuaskan;Tidak Ada;Mampu;Baik;Puas
98;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
99;Memuaskan;Tidak Ada;Mampu;Baik;Puas
100;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
